file_type,scenario,overwrite_fraction,trial,recovered,exact_match,matching_bytes,total_bytes,recovery_ratio,method
text,recycle-bin,0.0,1,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,2,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,3,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,4,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,5,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,6,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,7,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,8,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,9,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,10,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,11,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,12,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,13,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,14,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,15,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,16,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,17,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,18,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,19,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,20,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,21,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,22,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,23,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,24,True,True,2048,2048,1.0,directory-metadata
text,recycle-bin,0.0,25,True,True,2048,2048,1.0,directory-metadata
text,emptied-recycle-bin,0.0,1,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,2,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,3,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,4,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,5,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,6,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,7,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,8,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,9,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,10,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,11,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,12,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,13,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,14,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,15,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,16,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,17,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,18,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,19,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,20,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,21,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,22,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,23,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,24,True,True,2048,2048,1.0,signature-carving
text,emptied-recycle-bin,0.0,25,True,True,2048,2048,1.0,signature-carving
text,overwritten,0.25,1,False,False,0,2048,0.0,not-recovered
text,overwritten,0.25,2,False,False,0,2048,0.0,not-recovered
text,overwritten,0.25,3,True,False,1410,2048,0.6884765625,signature-carving
text,overwritten,0.25,4,True,False,1475,2048,0.72021484375,signature-carving
text,overwritten,0.25,5,True,False,1409,2048,0.68798828125,signature-carving
text,overwritten,0.25,6,True,False,1412,2048,0.689453125,signature-carving
text,overwritten,0.25,7,False,False,0,2048,0.0,not-recovered
