trial,distance_m,contrast_percent,bit_rate_bps,interference,signal_amplitude,noise_sigma,signal_to_noise_ratio,total_bits,bit_errors,bit_error_rate,packet_recovered,visibility_band
8,0.5,5.0,10.0,moderate,20.0,0.14142135623730953,141.42135623730948,48,0,0.0,True,higher-contrast
9,0.5,5.0,10.0,moderate,20.0,0.14142135623730953,141.42135623730948,48,0,0.0,True,higher-contrast
10,0.5,5.0,10.0,moderate,20.0,0.14142135623730953,141.42135623730948,48,0,0.0,True,higher-contrast
1,0.5,5.0,10.0,high,20.0,0.28284271247461906,70.71067811865474,48,0,0.0,True,higher-contrast
2,0.5,5.0,10.0,high,20.0,0.28284271247461906,70.71067811865474,48,0,0.0,True,higher-contrast
3,0.5,5.0,10.0,high,20.0,0.28284271247461906,70.71067811865474,48,0,0.0,True,higher-contrast
4,0.5,5.0,10.0,high,20.0,0.28284271247461906,70.71067811865474,48,0,0.0,True,higher-contrast
5,0.5,5.0,10.0,high,20.0,0.28284271247461906,70.71067811865474,48,0,0.0,True,higher-contrast
6,0.5,5.0,10.0,high,20.0,0.28284271247461906,70.71067811865474,48,0,0.0,True,higher-contrast
7,0.5,5.0,10.0,high,20.0,0.28284271247461906,70.71067811865474,48,0,0.0,True,higher-contrast
8,0.5,5.0,10.0,high,20.0,0.28284271247461906,70.71067811865474,48,0,0.0,True,higher-contrast
9,0.5,5.0,10.0,high,20.0,0.28284271247461906,70.71067811865474,48,0,0.0,True,higher-contrast
10,0.5,5.0,10.0,high,20.0,0.28284271247461906,70.71067811865474,48,0,0.0,True,higher-contrast
1,1.5,1.0,1.0,quiet,0.4444444444444444,0.01788854381999832,24.84519974999766,48,0,0.0,True,very-low-contrast
2,1.5,1.0,1.0,quiet,0.4444444444444444,0.01788854381999832,24.84519974999766,48,0,0.0,True,very-low-contrast
3,1.5,1.0,1.0,quiet,0.4444444444444444,0.01788854381999832,24.84519974999766,48,0,0.0,True,very-low-contrast
4,1.5,1.0,1.0,quiet,0.4444444444444444,0.01788854381999832,24.84519974999766,48,0,0.0,True,very-low-contrast
5,1.5,1.0,1.0,quiet,0.4444444444444444,0.01788854381999832,24.84519974999766,48,0,0.0,True,very-low-contrast
6,1.5,1.0,1.0,quiet,0.4444444444444444,0.01788854381999832,24.84519974999766,48,0,0.0,True,very-low-contrast
7,1.5,1.0,1.0,quiet,0.4444444444444444,0.01788854381999832,24.84519974999766,48,0,0.0,True,very-low-contrast
8,1.5,1.0,1.0,quiet,0.4444444444444444,0.01788854381999832,24.84519974999766,48,0,0.0,True,very-low-contrast
9,1.5,1.0,1.0,quiet,0.4444444444444444,0.01788854381999832,24.84519974999766,48,0,0.0,True,very-low-contrast
10,1.5,1.0,1.0,quiet,0.4444444444444444,0.01788854381999832,24.84519974999766,48,0,0.0,True,very-low-contrast
1,1.5,1.0,1.0,moderate,0.4444444444444444,0.044721359549995794,9.938079899999064,48,0,0.0,True,very-low-contrast
2,1.5,1.0,1.0,moderate,0.4444444444444444,0.044721359549995794,9.938079899999064,48,0,0.0,True,very-low-contrast
3,1.5,1.0,1.0,moderate,0.4444444444444444,0.044721359549995794,9.938079899999064,48,0,0.0,True,very-low-contrast
4,1.5,1.0,1.0,moderate,0.4444444444444444,0.044721359549995794,9.938079899999064,48,0,0.0,True,very-low-contrast
5,1.5,1.0,1.0,moderate,0.4444444444444444,0.044721359549995794,9.938079899999064,48,0,0.0,True,very-low-contrast
6,1.5,1.0,1.0,moderate,0.4444444444444444,0.044721359549995794,9.938079899999064,48,0,0.0,True,very-low-contrast
7,1.5,1.0,1.0,moderate,0.4444444444444444,0.044721359549995794,9.938079899999064,48,0,0.0,True,very-low-contrast
8,1.5,1.0,1.0,moderate,0.4444444444444444,0.044721359549995794,9.938079899999064,48,0,0.0,True,very-low-contrast
9,1.5,1.0,1.0,moderate,0.4444444444444444,0.044721359549995794,9.938079899999064,48,0,0.0,True,very-low-contrast
10,1.5,1.0,1.0,moderate,0.4444444444444444,0.044721359549995794,9.938079899999064,48,0,0.0,True,very-low-contrast
1,1.5,1.0,1.0,high,0.4444444444444444,0.08944271909999159,4.969039949999532,48,0,0.0,True,very-low-contrast
2,1.5,1.0,1.0,high,0.4444444444444444,0.08944271909999159,4.969039949999532,48,0,0.0,True,very-low-contrast
3,1.5,1.0,1.0,high,0.4444444444444444,0.08944271909999159,4.969039949999532,48,0,0.0,True,very-low-contrast
4,1.5,1.0,1.0,high,0.4444444444444444,0.08944271909999159,4.969039949999532,48,0,0.0,True,very-low-contrast
5,1.5,1.0,1.0,high,0.4444444444444444,0.08944271909999159,4.969039949999532,48,0,0.0,True,very-low-contrast
6,1.5,1.0,1.0,high,0.4444444444444444,0.08944271909999159,4.969039949999532,48,0,0.0,True,very-low-contrast
7,1.5,1.0,1.0,high,0.4444444444444444,0.08944271909999159,4.969039949999532,48,0,0.0,True,very-low-contrast
8,1.5,1.0,1.0,high,0.4444444444444444,0.08944271909999159,4.969039949999532,48,1,0.020833333333333332,False,very-low-contrast
9,1.5,1.0,1.0,high,0.4444444444444444,0.08944271909999159,4.969039949999532,48,0,0.0,True,very-low-contrast
10,1.5,1.0,1.0,high,0.4444444444444444,0.08944271909999159,4.969039949999532,48,1,0.020833333333333332,False,very-low-contrast
1,1.5,1.0,5.0,quiet,0.4444444444444444,0.04,11.11111111111111,48,0,0.0,True,very-low-contrast
2,1.5,1.0,5.0,quiet,0.4444444444444444,0.04,11.11111111111111,48,0,0.0,True,very-low-contrast
3,1.5,1.0,5.0,quiet,0.4444444444444444,0.04,11.11111111111111,48,0,0.0,True,very-low-contrast
4,1.5,1.0,5.0,quiet,0.4444444444444444,0.04,11.11111111111111,48,0,0.0,True,very-low-contrast
5,1.5,1.0,5.0,quiet,0.4444444444444444,0.04,11.11111111111111,48,0,0.0,True,very-low-contrast
6,1.5,1.0,5.0,quiet,0.4444444444444444,0.04,11.11111111111111,48,0,0.0,True,very-low-contrast
7,1.5,1.0,5.0,quiet,0.4444444444444444,0.04,11.11111111111111,48,0,0.0,True,very-low-contrast
8,1.5,1.0,5.0,quiet,0.4444444444444444,0.04,11.11111111111111,48,0,0.0,True,very-low-contrast
9,1.5,1.0,5.0,quiet,0.4444444444444444,0.04,11.11111111111111,48,0,0.0,True,very-low-contrast
10,1.5,1.0,5.0,quiet,0.4444444444444444,0.04,11.11111111111111,48,0,0.0,True,very-low-contrast
1,1.5,1.0,5.0,moderate,0.4444444444444444,0.1,4.444444444444444,48,0,0.0,True,very-low-contrast
2,1.5,1.0,5.0,moderate,0.4444444444444444,0.1,4.444444444444444,48,0,0.0,True,very-low-contrast
3,1.5,1.0,5.0,moderate,0.4444444444444444,0.1,4.444444444444444,48,0,0.0,True,very-low-contrast
4,1.5,1.0,5.0,moderate,0.4444444444444444,0.1,4.444444444444444,48,2,0.041666666666666664,False,very-low-contrast
5,1.5,1.0,5.0,moderate,0.4444444444444444,0.1,4.444444444444444,48,1,0.020833333333333332,False,very-low-contrast
6,1.5,1.0,5.0,moderate,0.4444444444444444,0.1,4.444444444444444,48,1,0.020833333333333332,False,very-low-contrast
7,1.5,1.0,5.0,moderate,0.4444444444444444,0.1,4.444444444444444,48,1,0.020833333333333332,False,very-low-contrast
8,1.5,1.0,5.0,moderate,0.4444444444444444,0.1,4.444444444444444,48,0,0.0,True,very-low-contrast
9,1.5,1.0,5.0,moderate,0.4444444444444444,0.1,4.444444444444444,48,0,0.0,True,very-low-contrast
10,1.5,1.0,5.0,moderate,0.4444444444444444,0.1,4.444444444444444,48,0,0.0,True,very-low-contrast
1,1.5,1.0,5.0,high,0.4444444444444444,0.2,2.222222222222222,48,6,0.125,False,very-low-contrast
2,1.5,1.0,5.0,high,0.4444444444444444,0.2,2.222222222222222,48,7,0.14583333333333334,False,very-low-contrast
3,1.5,1.0,5.0,high,0.4444444444444444,0.2,2.222222222222222,48,6,0.125,False,very-low-contrast
4,1.5,1.0,5.0,high,0.4444444444444444,0.2,2.222222222222222,48,4,0.08333333333333333,False,very-low-contrast
5,1.5,1.0,5.0,high,0.4444444444444444,0.2,2.222222222222222,48,6,0.125,False,very-low-contrast
6,1.5,1.0,5.0,high,0.4444444444444444,0.2,2.222222222222222,48,9,0.1875,False,very-low-contrast
7,1.5,1.0,5.0,high,0.4444444444444444,0.2,2.222222222222222,48,6,0.125,False,very-low-contrast
8,1.5,1.0,5.0,high,0.4444444444444444,0.2,2.222222222222222,48,3,0.0625,False,very-low-contrast
9,1.5,1.0,5.0,high,0.4444444444444444,0.2,2.222222222222222,48,8,0.16666666666666666,False,very-low-contrast
10,1.5,1.0,5.0,high,0.4444444444444444,0.2,2.222222222222222,48,2,0.041666666666666664,False,very-low-contrast
1,1.5,1.0,10.0,quiet,0.4444444444444444,0.05656854249492381,7.85674201318386,48,0,0.0,True,very-low-contrast
2,1.5,1.0,10.0,quiet,0.4444444444444444,0.05656854249492381,7.85674201318386,48,0,0.0,True,very-low-contrast
3,1.5,1.0,10.0,quiet,0.4444444444444444,0.05656854249492381,7.85674201318386,48,0,0.0,True,very-low-contrast
4,1.5,1.0,10.0,quiet,0.4444444444444444,0.05656854249492381,7.85674201318386,48,0,0.0,True,very-low-contrast
5,1.5,1.0,10.0,quiet,0.4444444444444444,0.05656854249492381,7.85674201318386,48,0,0.0,True,very-low-contrast
6,1.5,1.0,10.0,quiet,0.4444444444444444,0.05656854249492381,7.85674201318386,48,0,0.0,True,very-low-contrast
7,1.5,1.0,10.0,quiet,0.4444444444444444,0.05656854249492381,7.85674201318386,48,0,0.0,True,very-low-contrast
8,1.5,1.0,10.0,quiet,0.4444444444444444,0.05656854249492381,7.85674201318386,48,0,0.0,True,very-low-contrast
9,1.5,1.0,10.0,quiet,0.4444444444444444,0.05656854249492381,7.85674201318386,48,0,0.0,True,very-low-contrast
10,1.5,1.0,10.0,quiet,0.4444444444444444,0.05656854249492381,7.85674201318386,48,0,0.0,True,very-low-contrast
1,1.5,1.0,10.0,moderate,0.4444444444444444,0.14142135623730953,3.142696805273544,48,1,0.020833333333333332,False,very-low-contrast
2,1.5,1.0,10.0,moderate,0.4444444444444444,0.14142135623730953,3.142696805273544,48,6,0.125,False,very-low-contrast
3,1.5,1.0,10.0,moderate,0.4444444444444444,0.14142135623730953,3.142696805273544,48,0,0.0,True,very-low-contrast
4,1.5,1.0,10.0,moderate,0.4444444444444444,0.14142135623730953,3.142696805273544,48,4,0.08333333333333333,False,very-low-contrast
5,1.5,1.0,10.0,moderate,0.4444444444444444,0.14142135623730953,3.142696805273544,48,6,0.125,False,very-low-contrast
6,1.5,1.0,10.0,moderate,0.4444444444444444,0.14142135623730953,3.142696805273544,48,4,0.08333333333333333,False,very-low-contrast
7,1.5,1.0,10.0,moderate,0.4444444444444444,0.14142135623730953,3.142696805273544,48,1,0.020833333333333332,False,very-low-contrast
8,1.5,1.0,10.0,moderate,0.4444444444444444,0.14142135623730953,3.142696805273544,48,1,0.020833333333333332,False,very-low-contrast
9,1.5,1.0,10.0,moderate,0.4444444444444444,0.14142135623730953,3.142696805273544,48,2,0.041666666666666664,False,very-low-contrast
10,1.5,1.0,10.0,moderate,0.4444444444444444,0.14142135623730953,3.142696805273544,48,4,0.08333333333333333,False,very-low-contrast
1,1.5,1.0,10.0,high,0.4444444444444444,0.28284271247461906,1.571348402636772,48,11,0.22916666666666666,False,very-low-contrast
2,1.5,1.0,10.0,high,0.4444444444444444,0.28284271247461906,1.571348402636772,48,9,0.1875,False,very-low-contrast
3,1.5,1.0,10.0,high,0.4444444444444444,0.28284271247461906,1.571348402636772,48,11,0.22916666666666666,False,very-low-contrast
4,1.5,1.0,10.0,high,0.4444444444444444,0.28284271247461906,1.571348402636772,48,7,0.14583333333333334,False,very-low-contrast
5,1.5,1.0,10.0,high,0.4444444444444444,0.28284271247461906,1.571348402636772,48,9,0.1875,False,very-low-contrast
6,1.5,1.0,10.0,high,0.4444444444444444,0.28284271247461906,1.571348402636772,48,7,0.14583333333333334,False,very-low-contrast
7,1.5,1.0,10.0,high,0.4444444444444444,0.28284271247461906,1.571348402636772,48,10,0.20833333333333334,False,very-low-contrast
8,1.5,1.0,10.0,high,0.4444444444444444,0.28284271247461906,1.571348402636772,48,11,0.22916666666666666,False,very-low-contrast
9,1.5,1.0,10.0,high,0.4444444444444444,0.28284271247461906,1.571348402636772,48,14,0.2916666666666667,False,very-low-contrast
10,1.5,1.0,10.0,high,0.4444444444444444,0.28284271247461906,1.571348402636772,48,12,0.25,False,very-low-contrast
1,1.5,3.0,1.0,quiet,1.3333333333333333,0.01788854381999832,74.53559924999298,48,0,0.0,True,low-contrast
2,1.5,3.0,1.0,quiet,1.3333333333333333,0.01788854381999832,74.53559924999298,48,0,0.0,True,low-contrast
3,1.5,3.0,1.0,quiet,1.3333333333333333,0.01788854381999832,74.53559924999298,48,0,0.0,True,low-contrast
4,1.5,3.0,1.0,quiet,1.3333333333333333,0.01788854381999832,74.53559924999298,48,0,0.0,True,low-contrast
5,1.5,3.0,1.0,quiet,1.3333333333333333,0.01788854381999832,74.53559924999298,48,0,0.0,True,low-contrast
6,1.5,3.0,1.0,quiet,1.3333333333333333,0.01788854381999832,74.53559924999298,48,0,0.0,True,low-contrast
7,1.5,3.0,1.0,quiet,1.3333333333333333,0.01788854381999832,74.53559924999298,48,0,0.0,True,low-contrast
8,1.5,3.0,1.0,quiet,1.3333333333333333,0.01788854381999832,74.53559924999298,48,0,0.0,True,low-contrast
9,1.5,3.0,1.0,quiet,1.3333333333333333,0.01788854381999832,74.53559924999298,48,0,0.0,True,low-contrast
10,1.5,3.0,1.0,quiet,1.3333333333333333,0.01788854381999832,74.53559924999298,48,0,0.0,True,low-contrast
1,1.5,3.0,1.0,moderate,1.3333333333333333,0.044721359549995794,29.814239699997195,48,0,0.0,True,low-contrast
2,1.5,3.0,1.0,moderate,1.3333333333333333,0.044721359549995794,29.814239699997195,48,0,0.0,True,low-contrast
3,1.5,3.0,1.0,moderate,1.3333333333333333,0.044721359549995794,29.814239699997195,48,0,0.0,True,low-contrast
4,1.5,3.0,1.0,moderate,1.3333333333333333,0.044721359549995794,29.814239699997195,48,0,0.0,True,low-contrast
5,1.5,3.0,1.0,moderate,1.3333333333333333,0.044721359549995794,29.814239699997195,48,0,0.0,True,low-contrast
6,1.5,3.0,1.0,moderate,1.3333333333333333,0.044721359549995794,29.814239699997195,48,0,0.0,True,low-contrast
7,1.5,3.0,1.0,moderate,1.3333333333333333,0.044721359549995794,29.814239699997195,48,0,0.0,True,low-contrast
8,1.5,3.0,1.0,moderate,1.3333333333333333,0.044721359549995794,29.814239699997195,48,0,0.0,True,low-contrast
9,1.5,3.0,1.0,moderate,1.3333333333333333,0.044721359549995794,29.814239699997195,48,0,0.0,True,low-contrast
10,1.5,3.0,1.0,moderate,1.3333333333333333,0.044721359549995794,29.814239699997195,48,0,0.0,True,low-contrast
1,1.5,3.0,1.0,high,1.3333333333333333,0.08944271909999159,14.907119849998598,48,0,0.0,True,low-contrast
2,1.5,3.0,1.0,high,1.3333333333333333,0.08944271909999159,14.907119849998598,48,0,0.0,True,low-contrast
3,1.5,3.0,1.0,high,1.3333333333333333,0.08944271909999159,14.907119849998598,48,0,0.0,True,low-contrast
4,1.5,3.0,1.0,high,1.3333333333333333,0.08944271909999159,14.907119849998598,48,0,0.0,True,low-contrast
5,1.5,3.0,1.0,high,1.3333333333333333,0.08944271909999159,14.907119849998598,48,0,0.0,True,low-contrast
6,1.5,3.0,1.0,high,1.3333333333333333,0.08944271909999159,14.907119849998598,48,0,0.0,True,low-contrast
7,1.5,3.0,1.0,high,1.3333333333333333,0.08944271909999159,14.907119849998598,48,0,0.0,True,low-contrast
8,1.5,3.0,1.0,high,1.3333333333333333,0.08944271909999159,14.907119849998598,48,0,0.0,True,low-contrast
9,1.5,3.0,1.0,high,1.3333333333333333,0.08944271909999159,14.907119849998598,48,0,0.0,True,low-contrast
10,1.5,3.0,1.0,high,1.3333333333333333,0.08944271909999159,14.907119849998598,48,0,0.0,True,low-contrast
1,1.5,3.0,5.0,quiet,1.3333333333333333,0.04,33.33333333333333,48,0,0.0,True,low-contrast
2,1.5,3.0,5.0,quiet,1.3333333333333333,0.04,33.33333333333333,48,0,0.0,True,low-contrast
3,1.5,3.0,5.0,quiet,1.3333333333333333,0.04,33.33333333333333,48,0,0.0,True,low-contrast
4,1.5,3.0,5.0,quiet,1.3333333333333333,0.04,33.33333333333333,48,0,0.0,True,low-contrast
5,1.5,3.0,5.0,quiet,1.3333333333333333,0.04,33.33333333333333,48,0,0.0,True,low-contrast
6,1.5,3.0,5.0,quiet,1.3333333333333333,0.04,33.33333333333333,48,0,0.0,True,low-contrast
7,1.5,3.0,5.0,quiet,1.3333333333333333,0.04,33.33333333333333,48,0,0.0,True,low-contrast
8,1.5,3.0,5.0,quiet,1.3333333333333333,0.04,33.33333333333333,48,0,0.0,True,low-contrast
9,1.5,3.0,5.0,quiet,1.3333333333333333,0.04,33.33333333333333,48,0,0.0,True,low-contrast
10,1.5,3.0,5.0,quiet,1.3333333333333333,0.04,33.33333333333333,48,0,0.0,True,low-contrast
1,1.5,3.0,5.0,moderate,1.3333333333333333,0.1,13.333333333333332,48,0,0.0,True,low-contrast
2,1.5,3.0,5.0,moderate,1.3333333333333333,0.1,13.333333333333332,48,0,0.0,True,low-contrast
3,1.5,3.0,5.0,moderate,1.3333333333333333,0.1,13.333333333333332,48,0,0.0,True,low-contrast
4,1.5,3.0,5.0,moderate,1.3333333333333333,0.1,13.333333333333332,48,0,0.0,True,low-contrast
5,1.5,3.0,5.0,moderate,1.3333333333333333,0.1,13.333333333333332,48,0,0.0,True,low-contrast
6,1.5,3.0,5.0,moderate,1.3333333333333333,0.1,13.333333333333332,48,0,0.0,True,low-contrast
7,1.5,3.0,5.0,moderate,1.3333333333333333,0.1,13.333333333333332,48,0,0.0,True,low-contrast
8,1.5,3.0,5.0,moderate,1.3333333333333333,0.1,13.333333333333332,48,0,0.0,True,low-contrast
9,1.5,3.0,5.0,moderate,1.3333333333333333,0.1,13.333333333333332,48,0,0.0,True,low-contrast
10,1.5,3.0,5.0,moderate,1.3333333333333333,0.1,13.333333333333332,48,0,0.0,True,low-contrast
1,1.5,3.0,5.0,high,1.3333333333333333,0.2,6.666666666666666,48,0,0.0,True,low-contrast
2,1.5,3.0,5.0,high,1.3333333333333333,0.2,6.666666666666666,48,0,0.0,True,low-contrast
3,1.5,3.0,5.0,high,1.3333333333333333,0.2,6.666666666666666,48,0,0.0,True,low-contrast
4,1.5,3.0,5.0,high,1.3333333333333333,0.2,6.666666666666666,48,0,0.0,True,low-contrast
5,1.5,3.0,5.0,high,1.3333333333333333,0.2,6.666666666666666,48,0,0.0,True,low-contrast
6,1.5,3.0,5.0,high,1.3333333333333333,0.2,6.666666666666666,48,0,0.0,True,low-contrast
7,1.5,3.0,5.0,high,1.3333333333333333,0.2,6.666666666666666,48,0,0.0,True,low-contrast
8,1.5,3.0,5.0,high,1.3333333333333333,0.2,6.666666666666666,48,0,0.0,True,low-contrast
9,1.5,3.0,5.0,high,1.3333333333333333,0.2,6.666666666666666,48,0,0.0,True,low-contrast
10,1.5,3.0,5.0,high,1.3333333333333333,0.2,6.666666666666666,48,0,0.0,True,low-contrast
1,1.5,3.0,10.0,quiet,1.3333333333333333,0.05656854249492381,23.570226039551578,48,0,0.0,True,low-contrast
2,1.5,3.0,10.0,quiet,1.3333333333333333,0.05656854249492381,23.570226039551578,48,0,0.0,True,low-contrast
3,1.5,3.0,10.0,quiet,1.3333333333333333,0.05656854249492381,23.570226039551578,48,0,0.0,True,low-contrast
4,1.5,3.0,10.0,quiet,1.3333333333333333,0.05656854249492381,23.570226039551578,48,0,0.0,True,low-contrast
5,1.5,3.0,10.0,quiet,1.3333333333333333,0.05656854249492381,23.570226039551578,48,0,0.0,True,low-contrast
6,1.5,3.0,10.0,quiet,1.3333333333333333,0.05656854249492381,23.570226039551578,48,0,0.0,True,low-contrast
7,1.5,3.0,10.0,quiet,1.3333333333333333,0.05656854249492381,23.570226039551578,48,0,0.0,True,low-contrast
8,1.5,3.0,10.0,quiet,1.3333333333333333,0.05656854249492381,23.570226039551578,48,0,0.0,True,low-contrast
9,1.5,3.0,10.0,quiet,1.3333333333333333,0.05656854249492381,23.570226039551578,48,0,0.0,True,low-contrast
10,1.5,3.0,10.0,quiet,1.3333333333333333,0.05656854249492381,23.570226039551578,48,0,0.0,True,low-contrast
1,1.5,3.0,10.0,moderate,1.3333333333333333,0.14142135623730953,9.428090415820632,48,0,0.0,True,low-contrast
2,1.5,3.0,10.0,moderate,1.3333333333333333,0.14142135623730953,9.428090415820632,48,0,0.0,True,low-contrast
3,1.5,3.0,10.0,moderate,1.3333333333333333,0.14142135623730953,9.428090415820632,48,0,0.0,True,low-contrast
4,1.5,3.0,10.0,moderate,1.3333333333333333,0.14142135623730953,9.428090415820632,48,0,0.0,True,low-contrast
5,1.5,3.0,10.0,moderate,1.3333333333333333,0.14142135623730953,9.428090415820632,48,0,0.0,True,low-contrast
6,1.5,3.0,10.0,moderate,1.3333333333333333,0.14142135623730953,9.428090415820632,48,0,0.0,True,low-contrast
7,1.5,3.0,10.0,moderate,1.3333333333333333,0.14142135623730953,9.428090415820632,48,0,0.0,True,low-contrast
8,1.5,3.0,10.0,moderate,1.3333333333333333,0.14142135623730953,9.428090415820632,48,0,0.0,True,low-contrast
9,1.5,3.0,10.0,moderate,1.3333333333333333,0.14142135623730953,9.428090415820632,48,0,0.0,True,low-contrast
10,1.5,3.0,10.0,moderate,1.3333333333333333,0.14142135623730953,9.428090415820632,48,0,0.0,True,low-contrast
1,1.5,3.0,10.0,high,1.3333333333333333,0.28284271247461906,4.714045207910316,48,1,0.020833333333333332,False,low-contrast
2,1.5,3.0,10.0,high,1.3333333333333333,0.28284271247461906,4.714045207910316,48,0,0.0,True,low-contrast
3,1.5,3.0,10.0,high,1.3333333333333333,0.28284271247461906,4.714045207910316,48,0,0.0,True,low-contrast
4,1.5,3.0,10.0,high,1.3333333333333333,0.28284271247461906,4.714045207910316,48,0,0.0,True,low-contrast
5,1.5,3.0,10.0,high,1.3333333333333333,0.28284271247461906,4.714045207910316,48,0,0.0,True,low-contrast
6,1.5,3.0,10.0,high,1.3333333333333333,0.28284271247461906,4.714045207910316,48,2,0.041666666666666664,False,low-contrast
7,1.5,3.0,10.0,high,1.3333333333333333,0.28284271247461906,4.714045207910316,48,0,0.0,True,low-contrast
8,1.5,3.0,10.0,high,1.3333333333333333,0.28284271247461906,4.714045207910316,48,2,0.041666666666666664,False,low-contrast
9,1.5,3.0,10.0,high,1.3333333333333333,0.28284271247461906,4.714045207910316,48,0,0.0,True,low-contrast
10,1.5,3.0,10.0,high,1.3333333333333333,0.28284271247461906,4.714045207910316,48,1,0.020833333333333332,False,low-contrast
1,1.5,5.0,1.0,quiet,2.2222222222222223,0.01788854381999832,124.2259987499883,48,0,0.0,True,higher-contrast
2,1.5,5.0,1.0,quiet,2.2222222222222223,0.01788854381999832,124.2259987499883,48,0,0.0,True,higher-contrast
3,1.5,5.0,1.0,quiet,2.2222222222222223,0.01788854381999832,124.2259987499883,48,0,0.0,True,higher-contrast
4,1.5,5.0,1.0,quiet,2.2222222222222223,0.01788854381999832,124.2259987499883,48,0,0.0,True,higher-contrast
5,1.5,5.0,1.0,quiet,2.2222222222222223,0.01788854381999832,124.2259987499883,48,0,0.0,True,higher-contrast
6,1.5,5.0,1.0,quiet,2.2222222222222223,0.01788854381999832,124.2259987499883,48,0,0.0,True,higher-contrast
7,1.5,5.0,1.0,quiet,2.2222222222222223,0.01788854381999832,124.2259987499883,48,0,0.0,True,higher-contrast
8,1.5,5.0,1.0,quiet,2.2222222222222223,0.01788854381999832,124.2259987499883,48,0,0.0,True,higher-contrast
9,1.5,5.0,1.0,quiet,2.2222222222222223,0.01788854381999832,124.2259987499883,48,0,0.0,True,higher-contrast
10,1.5,5.0,1.0,quiet,2.2222222222222223,0.01788854381999832,124.2259987499883,48,0,0.0,True,higher-contrast
1,1.5,5.0,1.0,moderate,2.2222222222222223,0.044721359549995794,49.69039949999533,48,0,0.0,True,higher-contrast
2,1.5,5.0,1.0,moderate,2.2222222222222223,0.044721359549995794,49.69039949999533,48,0,0.0,True,higher-contrast
3,1.5,5.0,1.0,moderate,2.2222222222222223,0.044721359549995794,49.69039949999533,48,0,0.0,True,higher-contrast
4,1.5,5.0,1.0,moderate,2.2222222222222223,0.044721359549995794,49.69039949999533,48,0,0.0,True,higher-contrast
5,1.5,5.0,1.0,moderate,2.2222222222222223,0.044721359549995794,49.69039949999533,48,0,0.0,True,higher-contrast
6,1.5,5.0,1.0,moderate,2.2222222222222223,0.044721359549995794,49.69039949999533,48,0,0.0,True,higher-contrast
7,1.5,5.0,1.0,moderate,2.2222222222222223,0.044721359549995794,49.69039949999533,48,0,0.0,True,higher-contrast
8,1.5,5.0,1.0,moderate,2.2222222222222223,0.044721359549995794,49.69039949999533,48,0,0.0,True,higher-contrast
9,1.5,5.0,1.0,moderate,2.2222222222222223,0.044721359549995794,49.69039949999533,48,0,0.0,True,higher-contrast
10,1.5,5.0,1.0,moderate,2.2222222222222223,0.044721359549995794,49.69039949999533,48,0,0.0,True,higher-contrast
1,1.5,5.0,1.0,high,2.2222222222222223,0.08944271909999159,24.845199749997665,48,0,0.0,True,higher-contrast
2,1.5,5.0,1.0,high,2.2222222222222223,0.08944271909999159,24.845199749997665,48,0,0.0,True,higher-contrast
3,1.5,5.0,1.0,high,2.2222222222222223,0.08944271909999159,24.845199749997665,48,0,0.0,True,higher-contrast
4,1.5,5.0,1.0,high,2.2222222222222223,0.08944271909999159,24.845199749997665,48,0,0.0,True,higher-contrast
5,1.5,5.0,1.0,high,2.2222222222222223,0.08944271909999159,24.845199749997665,48,0,0.0,True,higher-contrast
6,1.5,5.0,1.0,high,2.2222222222222223,0.08944271909999159,24.845199749997665,48,0,0.0,True,higher-contrast
7,1.5,5.0,1.0,high,2.2222222222222223,0.08944271909999159,24.845199749997665,48,0,0.0,True,higher-contrast
8,1.5,5.0,1.0,high,2.2222222222222223,0.08944271909999159,24.845199749997665,48,0,0.0,True,higher-contrast
9,1.5,5.0,1.0,high,2.2222222222222223,0.08944271909999159,24.845199749997665,48,0,0.0,True,higher-contrast
10,1.5,5.0,1.0,high,2.2222222222222223,0.08944271909999159,24.845199749997665,48,0,0.0,True,higher-contrast
1,1.5,5.0,5.0,quiet,2.2222222222222223,0.04,55.55555555555556,48,0,0.0,True,higher-contrast
2,1.5,5.0,5.0,quiet,2.2222222222222223,0.04,55.55555555555556,48,0,0.0,True,higher-contrast
3,1.5,5.0,5.0,quiet,2.2222222222222223,0.04,55.55555555555556,48,0,0.0,True,higher-contrast
4,1.5,5.0,5.0,quiet,2.2222222222222223,0.04,55.55555555555556,48,0,0.0,True,higher-contrast
5,1.5,5.0,5.0,quiet,2.2222222222222223,0.04,55.55555555555556,48,0,0.0,True,higher-contrast
6,1.5,5.0,5.0,quiet,2.2222222222222223,0.04,55.55555555555556,48,0,0.0,True,higher-contrast
7,1.5,5.0,5.0,quiet,2.2222222222222223,0.04,55.55555555555556,48,0,0.0,True,higher-contrast
8,1.5,5.0,5.0,quiet,2.2222222222222223,0.04,55.55555555555556,48,0,0.0,True,higher-contrast
9,1.5,5.0,5.0,quiet,2.2222222222222223,0.04,55.55555555555556,48,0,0.0,True,higher-contrast
10,1.5,5.0,5.0,quiet,2.2222222222222223,0.04,55.55555555555556,48,0,0.0,True,higher-contrast
1,1.5,5.0,5.0,moderate,2.2222222222222223,0.1,22.22222222222222,48,0,0.0,True,higher-contrast
2,1.5,5.0,5.0,moderate,2.2222222222222223,0.1,22.22222222222222,48,0,0.0,True,higher-contrast
