trial,distance_m,contrast_percent,bit_rate_bps,interference,signal_amplitude,noise_sigma,signal_to_noise_ratio,total_bits,bit_errors,bit_error_rate,packet_recovered,visibility_band
3,1.5,5.0,5.0,moderate,2.2222222222222223,0.1,22.22222222222222,48,0,0.0,True,higher-contrast
4,1.5,5.0,5.0,moderate,2.2222222222222223,0.1,22.22222222222222,48,0,0.0,True,higher-contrast
5,1.5,5.0,5.0,moderate,2.2222222222222223,0.1,22.22222222222222,48,0,0.0,True,higher-contrast
6,1.5,5.0,5.0,moderate,2.2222222222222223,0.1,22.22222222222222,48,0,0.0,True,higher-contrast
7,1.5,5.0,5.0,moderate,2.2222222222222223,0.1,22.22222222222222,48,0,0.0,True,higher-contrast
8,1.5,5.0,5.0,moderate,2.2222222222222223,0.1,22.22222222222222,48,0,0.0,True,higher-contrast
9,1.5,5.0,5.0,moderate,2.2222222222222223,0.1,22.22222222222222,48,0,0.0,True,higher-contrast
10,1.5,5.0,5.0,moderate,2.2222222222222223,0.1,22.22222222222222,48,0,0.0,True,higher-contrast
1,1.5,5.0,5.0,high,2.2222222222222223,0.2,11.11111111111111,48,0,0.0,True,higher-contrast
2,1.5,5.0,5.0,high,2.2222222222222223,0.2,11.11111111111111,48,0,0.0,True,higher-contrast
3,1.5,5.0,5.0,high,2.2222222222222223,0.2,11.11111111111111,48,0,0.0,True,higher-contrast
4,1.5,5.0,5.0,high,2.2222222222222223,0.2,11.11111111111111,48,0,0.0,True,higher-contrast
5,1.5,5.0,5.0,high,2.2222222222222223,0.2,11.11111111111111,48,0,0.0,True,higher-contrast
6,1.5,5.0,5.0,high,2.2222222222222223,0.2,11.11111111111111,48,0,0.0,True,higher-contrast
7,1.5,5.0,5.0,high,2.2222222222222223,0.2,11.11111111111111,48,0,0.0,True,higher-contrast
8,1.5,5.0,5.0,high,2.2222222222222223,0.2,11.11111111111111,48,0,0.0,True,higher-contrast
9,1.5,5.0,5.0,high,2.2222222222222223,0.2,11.11111111111111,48,0,0.0,True,higher-contrast
10,1.5,5.0,5.0,high,2.2222222222222223,0.2,11.11111111111111,48,0,0.0,True,higher-contrast
1,1.5,5.0,10.0,quiet,2.2222222222222223,0.05656854249492381,39.2837100659193,48,0,0.0,True,higher-contrast
2,1.5,5.0,10.0,quiet,2.2222222222222223,0.05656854249492381,39.2837100659193,48,0,0.0,True,higher-contrast
3,1.5,5.0,10.0,quiet,2.2222222222222223,0.05656854249492381,39.2837100659193,48,0,0.0,True,higher-contrast
4,1.5,5.0,10.0,quiet,2.2222222222222223,0.05656854249492381,39.2837100659193,48,0,0.0,True,higher-contrast
5,1.5,5.0,10.0,quiet,2.2222222222222223,0.05656854249492381,39.2837100659193,48,0,0.0,True,higher-contrast
6,1.5,5.0,10.0,quiet,2.2222222222222223,0.05656854249492381,39.2837100659193,48,0,0.0,True,higher-contrast
7,1.5,5.0,10.0,quiet,2.2222222222222223,0.05656854249492381,39.2837100659193,48,0,0.0,True,higher-contrast
8,1.5,5.0,10.0,quiet,2.2222222222222223,0.05656854249492381,39.2837100659193,48,0,0.0,True,higher-contrast
9,1.5,5.0,10.0,quiet,2.2222222222222223,0.05656854249492381,39.2837100659193,48,0,0.0,True,higher-contrast
10,1.5,5.0,10.0,quiet,2.2222222222222223,0.05656854249492381,39.2837100659193,48,0,0.0,True,higher-contrast
1,1.5,5.0,10.0,moderate,2.2222222222222223,0.14142135623730953,15.71348402636772,48,0,0.0,True,higher-contrast
2,1.5,5.0,10.0,moderate,2.2222222222222223,0.14142135623730953,15.71348402636772,48,0,0.0,True,higher-contrast
3,1.5,5.0,10.0,moderate,2.2222222222222223,0.14142135623730953,15.71348402636772,48,0,0.0,True,higher-contrast
4,1.5,5.0,10.0,moderate,2.2222222222222223,0.14142135623730953,15.71348402636772,48,0,0.0,True,higher-contrast
5,1.5,5.0,10.0,moderate,2.2222222222222223,0.14142135623730953,15.71348402636772,48,0,0.0,True,higher-contrast
6,1.5,5.0,10.0,moderate,2.2222222222222223,0.14142135623730953,15.71348402636772,48,0,0.0,True,higher-contrast
7,1.5,5.0,10.0,moderate,2.2222222222222223,0.14142135623730953,15.71348402636772,48,0,0.0,True,higher-contrast
8,1.5,5.0,10.0,moderate,2.2222222222222223,0.14142135623730953,15.71348402636772,48,0,0.0,True,higher-contrast
9,1.5,5.0,10.0,moderate,2.2222222222222223,0.14142135623730953,15.71348402636772,48,0,0.0,True,higher-contrast
10,1.5,5.0,10.0,moderate,2.2222222222222223,0.14142135623730953,15.71348402636772,48,0,0.0,True,higher-contrast
1,1.5,5.0,10.0,high,2.2222222222222223,0.28284271247461906,7.85674201318386,48,0,0.0,True,higher-contrast
2,1.5,5.0,10.0,high,2.2222222222222223,0.28284271247461906,7.85674201318386,48,0,0.0,True,higher-contrast
3,1.5,5.0,10.0,high,2.2222222222222223,0.28284271247461906,7.85674201318386,48,0,0.0,True,higher-contrast
4,1.5,5.0,10.0,high,2.2222222222222223,0.28284271247461906,7.85674201318386,48,0,0.0,True,higher-contrast
5,1.5,5.0,10.0,high,2.2222222222222223,0.28284271247461906,7.85674201318386,48,0,0.0,True,higher-contrast
6,1.5,5.0,10.0,high,2.2222222222222223,0.28284271247461906,7.85674201318386,48,0,0.0,True,higher-contrast
7,1.5,5.0,10.0,high,2.2222222222222223,0.28284271247461906,7.85674201318386,48,0,0.0,True,higher-contrast
8,1.5,5.0,10.0,high,2.2222222222222223,0.28284271247461906,7.85674201318386,48,0,0.0,True,higher-contrast
9,1.5,5.0,10.0,high,2.2222222222222223,0.28284271247461906,7.85674201318386,48,0,0.0,True,higher-contrast
10,1.5,5.0,10.0,high,2.2222222222222223,0.28284271247461906,7.85674201318386,48,0,0.0,True,higher-contrast
1,3.0,1.0,1.0,quiet,0.1111111111111111,0.01788854381999832,6.211299937499415,48,0,0.0,True,very-low-contrast
2,3.0,1.0,1.0,quiet,0.1111111111111111,0.01788854381999832,6.211299937499415,48,0,0.0,True,very-low-contrast
3,3.0,1.0,1.0,quiet,0.1111111111111111,0.01788854381999832,6.211299937499415,48,0,0.0,True,very-low-contrast
4,3.0,1.0,1.0,quiet,0.1111111111111111,0.01788854381999832,6.211299937499415,48,0,0.0,True,very-low-contrast
5,3.0,1.0,1.0,quiet,0.1111111111111111,0.01788854381999832,6.211299937499415,48,0,0.0,True,very-low-contrast
6,3.0,1.0,1.0,quiet,0.1111111111111111,0.01788854381999832,6.211299937499415,48,0,0.0,True,very-low-contrast
7,3.0,1.0,1.0,quiet,0.1111111111111111,0.01788854381999832,6.211299937499415,48,0,0.0,True,very-low-contrast
8,3.0,1.0,1.0,quiet,0.1111111111111111,0.01788854381999832,6.211299937499415,48,0,0.0,True,very-low-contrast
9,3.0,1.0,1.0,quiet,0.1111111111111111,0.01788854381999832,6.211299937499415,48,0,0.0,True,very-low-contrast
10,3.0,1.0,1.0,quiet,0.1111111111111111,0.01788854381999832,6.211299937499415,48,0,0.0,True,very-low-contrast
1,3.0,1.0,1.0,moderate,0.1111111111111111,0.044721359549995794,2.484519974999766,48,4,0.08333333333333333,False,very-low-contrast
2,3.0,1.0,1.0,moderate,0.1111111111111111,0.044721359549995794,2.484519974999766,48,5,0.10416666666666667,False,very-low-contrast
3,3.0,1.0,1.0,moderate,0.1111111111111111,0.044721359549995794,2.484519974999766,48,4,0.08333333333333333,False,very-low-contrast
4,3.0,1.0,1.0,moderate,0.1111111111111111,0.044721359549995794,2.484519974999766,48,6,0.125,False,very-low-contrast
5,3.0,1.0,1.0,moderate,0.1111111111111111,0.044721359549995794,2.484519974999766,48,4,0.08333333333333333,False,very-low-contrast
6,3.0,1.0,1.0,moderate,0.1111111111111111,0.044721359549995794,2.484519974999766,48,6,0.125,False,very-low-contrast
7,3.0,1.0,1.0,moderate,0.1111111111111111,0.044721359549995794,2.484519974999766,48,4,0.08333333333333333,False,very-low-contrast
8,3.0,1.0,1.0,moderate,0.1111111111111111,0.044721359549995794,2.484519974999766,48,3,0.0625,False,very-low-contrast
9,3.0,1.0,1.0,moderate,0.1111111111111111,0.044721359549995794,2.484519974999766,48,3,0.0625,False,very-low-contrast
10,3.0,1.0,1.0,moderate,0.1111111111111111,0.044721359549995794,2.484519974999766,48,2,0.041666666666666664,False,very-low-contrast
1,3.0,1.0,1.0,high,0.1111111111111111,0.08944271909999159,1.242259987499883,48,14,0.2916666666666667,False,very-low-contrast
2,3.0,1.0,1.0,high,0.1111111111111111,0.08944271909999159,1.242259987499883,48,10,0.20833333333333334,False,very-low-contrast
3,3.0,1.0,1.0,high,0.1111111111111111,0.08944271909999159,1.242259987499883,48,13,0.2708333333333333,False,very-low-contrast
4,3.0,1.0,1.0,high,0.1111111111111111,0.08944271909999159,1.242259987499883,48,11,0.22916666666666666,False,very-low-contrast
5,3.0,1.0,1.0,high,0.1111111111111111,0.08944271909999159,1.242259987499883,48,16,0.3333333333333333,False,very-low-contrast
6,3.0,1.0,1.0,high,0.1111111111111111,0.08944271909999159,1.242259987499883,48,9,0.1875,False,very-low-contrast
7,3.0,1.0,1.0,high,0.1111111111111111,0.08944271909999159,1.242259987499883,48,12,0.25,False,very-low-contrast
8,3.0,1.0,1.0,high,0.1111111111111111,0.08944271909999159,1.242259987499883,48,11,0.22916666666666666,False,very-low-contrast
9,3.0,1.0,1.0,high,0.1111111111111111,0.08944271909999159,1.242259987499883,48,17,0.3541666666666667,False,very-low-contrast
10,3.0,1.0,1.0,high,0.1111111111111111,0.08944271909999159,1.242259987499883,48,12,0.25,False,very-low-contrast
1,3.0,1.0,5.0,quiet,0.1111111111111111,0.04,2.7777777777777777,48,6,0.125,False,very-low-contrast
2,3.0,1.0,5.0,quiet,0.1111111111111111,0.04,2.7777777777777777,48,1,0.020833333333333332,False,very-low-contrast
3,3.0,1.0,5.0,quiet,0.1111111111111111,0.04,2.7777777777777777,48,4,0.08333333333333333,False,very-low-contrast
4,3.0,1.0,5.0,quiet,0.1111111111111111,0.04,2.7777777777777777,48,8,0.16666666666666666,False,very-low-contrast
5,3.0,1.0,5.0,quiet,0.1111111111111111,0.04,2.7777777777777777,48,2,0.041666666666666664,False,very-low-contrast
6,3.0,1.0,5.0,quiet,0.1111111111111111,0.04,2.7777777777777777,48,8,0.16666666666666666,False,very-low-contrast
7,3.0,1.0,5.0,quiet,0.1111111111111111,0.04,2.7777777777777777,48,2,0.041666666666666664,False,very-low-contrast
8,3.0,1.0,5.0,quiet,0.1111111111111111,0.04,2.7777777777777777,48,4,0.08333333333333333,False,very-low-contrast
9,3.0,1.0,5.0,quiet,0.1111111111111111,0.04,2.7777777777777777,48,9,0.1875,False,very-low-contrast
10,3.0,1.0,5.0,quiet,0.1111111111111111,0.04,2.7777777777777777,48,5,0.10416666666666667,False,very-low-contrast
1,3.0,1.0,5.0,moderate,0.1111111111111111,0.1,1.111111111111111,48,14,0.2916666666666667,False,very-low-contrast
2,3.0,1.0,5.0,moderate,0.1111111111111111,0.1,1.111111111111111,48,14,0.2916666666666667,False,very-low-contrast
3,3.0,1.0,5.0,moderate,0.1111111111111111,0.1,1.111111111111111,48,10,0.20833333333333334,False,very-low-contrast
4,3.0,1.0,5.0,moderate,0.1111111111111111,0.1,1.111111111111111,48,15,0.3125,False,very-low-contrast
5,3.0,1.0,5.0,moderate,0.1111111111111111,0.1,1.111111111111111,48,11,0.22916666666666666,False,very-low-contrast
6,3.0,1.0,5.0,moderate,0.1111111111111111,0.1,1.111111111111111,48,16,0.3333333333333333,False,very-low-contrast
7,3.0,1.0,5.0,moderate,0.1111111111111111,0.1,1.111111111111111,48,15,0.3125,False,very-low-contrast
8,3.0,1.0,5.0,moderate,0.1111111111111111,0.1,1.111111111111111,48,11,0.22916666666666666,False,very-low-contrast
9,3.0,1.0,5.0,moderate,0.1111111111111111,0.1,1.111111111111111,48,17,0.3541666666666667,False,very-low-contrast
10,3.0,1.0,5.0,moderate,0.1111111111111111,0.1,1.111111111111111,48,11,0.22916666666666666,False,very-low-contrast
1,3.0,1.0,5.0,high,0.1111111111111111,0.2,0.5555555555555555,48,16,0.3333333333333333,False,very-low-contrast
2,3.0,1.0,5.0,high,0.1111111111111111,0.2,0.5555555555555555,48,18,0.375,False,very-low-contrast
3,3.0,1.0,5.0,high,0.1111111111111111,0.2,0.5555555555555555,48,21,0.4375,False,very-low-contrast
4,3.0,1.0,5.0,high,0.1111111111111111,0.2,0.5555555555555555,48,16,0.3333333333333333,False,very-low-contrast
5,3.0,1.0,5.0,high,0.1111111111111111,0.2,0.5555555555555555,48,20,0.4166666666666667,False,very-low-contrast
6,3.0,1.0,5.0,high,0.1111111111111111,0.2,0.5555555555555555,48,18,0.375,False,very-low-contrast
7,3.0,1.0,5.0,high,0.1111111111111111,0.2,0.5555555555555555,48,23,0.4791666666666667,False,very-low-contrast
8,3.0,1.0,5.0,high,0.1111111111111111,0.2,0.5555555555555555,48,21,0.4375,False,very-low-contrast
9,3.0,1.0,5.0,high,0.1111111111111111,0.2,0.5555555555555555,48,15,0.3125,False,very-low-contrast
10,3.0,1.0,5.0,high,0.1111111111111111,0.2,0.5555555555555555,48,24,0.5,False,very-low-contrast
1,3.0,1.0,10.0,quiet,0.1111111111111111,0.05656854249492381,1.964185503295965,48,8,0.16666666666666666,False,very-low-contrast
2,3.0,1.0,10.0,quiet,0.1111111111111111,0.05656854249492381,1.964185503295965,48,11,0.22916666666666666,False,very-low-contrast
3,3.0,1.0,10.0,quiet,0.1111111111111111,0.05656854249492381,1.964185503295965,48,7,0.14583333333333334,False,very-low-contrast
4,3.0,1.0,10.0,quiet,0.1111111111111111,0.05656854249492381,1.964185503295965,48,8,0.16666666666666666,False,very-low-contrast
5,3.0,1.0,10.0,quiet,0.1111111111111111,0.05656854249492381,1.964185503295965,48,6,0.125,False,very-low-contrast
6,3.0,1.0,10.0,quiet,0.1111111111111111,0.05656854249492381,1.964185503295965,48,8,0.16666666666666666,False,very-low-contrast
7,3.0,1.0,10.0,quiet,0.1111111111111111,0.05656854249492381,1.964185503295965,48,8,0.16666666666666666,False,very-low-contrast
8,3.0,1.0,10.0,quiet,0.1111111111111111,0.05656854249492381,1.964185503295965,48,10,0.20833333333333334,False,very-low-contrast
9,3.0,1.0,10.0,quiet,0.1111111111111111,0.05656854249492381,1.964185503295965,48,14,0.2916666666666667,False,very-low-contrast
10,3.0,1.0,10.0,quiet,0.1111111111111111,0.05656854249492381,1.964185503295965,48,6,0.125,False,very-low-contrast
1,3.0,1.0,10.0,moderate,0.1111111111111111,0.14142135623730953,0.785674201318386,48,13,0.2708333333333333,False,very-low-contrast
2,3.0,1.0,10.0,moderate,0.1111111111111111,0.14142135623730953,0.785674201318386,48,17,0.3541666666666667,False,very-low-contrast
3,3.0,1.0,10.0,moderate,0.1111111111111111,0.14142135623730953,0.785674201318386,48,18,0.375,False,very-low-contrast
4,3.0,1.0,10.0,moderate,0.1111111111111111,0.14142135623730953,0.785674201318386,48,23,0.4791666666666667,False,very-low-contrast
5,3.0,1.0,10.0,moderate,0.1111111111111111,0.14142135623730953,0.785674201318386,48,18,0.375,False,very-low-contrast
6,3.0,1.0,10.0,moderate,0.1111111111111111,0.14142135623730953,0.785674201318386,48,17,0.3541666666666667,False,very-low-contrast
7,3.0,1.0,10.0,moderate,0.1111111111111111,0.14142135623730953,0.785674201318386,48,23,0.4791666666666667,False,very-low-contrast
8,3.0,1.0,10.0,moderate,0.1111111111111111,0.14142135623730953,0.785674201318386,48,17,0.3541666666666667,False,very-low-contrast
9,3.0,1.0,10.0,moderate,0.1111111111111111,0.14142135623730953,0.785674201318386,48,17,0.3541666666666667,False,very-low-contrast
10,3.0,1.0,10.0,moderate,0.1111111111111111,0.14142135623730953,0.785674201318386,48,22,0.4583333333333333,False,very-low-contrast
1,3.0,1.0,10.0,high,0.1111111111111111,0.28284271247461906,0.392837100659193,48,19,0.3958333333333333,False,very-low-contrast
2,3.0,1.0,10.0,high,0.1111111111111111,0.28284271247461906,0.392837100659193,48,22,0.4583333333333333,False,very-low-contrast
3,3.0,1.0,10.0,high,0.1111111111111111,0.28284271247461906,0.392837100659193,48,19,0.3958333333333333,False,very-low-contrast
4,3.0,1.0,10.0,high,0.1111111111111111,0.28284271247461906,0.392837100659193,48,20,0.4166666666666667,False,very-low-contrast
5,3.0,1.0,10.0,high,0.1111111111111111,0.28284271247461906,0.392837100659193,48,16,0.3333333333333333,False,very-low-contrast
6,3.0,1.0,10.0,high,0.1111111111111111,0.28284271247461906,0.392837100659193,48,16,0.3333333333333333,False,very-low-contrast
7,3.0,1.0,10.0,high,0.1111111111111111,0.28284271247461906,0.392837100659193,48,18,0.375,False,very-low-contrast
8,3.0,1.0,10.0,high,0.1111111111111111,0.28284271247461906,0.392837100659193,48,18,0.375,False,very-low-contrast
9,3.0,1.0,10.0,high,0.1111111111111111,0.28284271247461906,0.392837100659193,48,20,0.4166666666666667,False,very-low-contrast
10,3.0,1.0,10.0,high,0.1111111111111111,0.28284271247461906,0.392837100659193,48,15,0.3125,False,very-low-contrast
1,3.0,3.0,1.0,quiet,0.3333333333333333,0.01788854381999832,18.633899812498246,48,0,0.0,True,low-contrast
2,3.0,3.0,1.0,quiet,0.3333333333333333,0.01788854381999832,18.633899812498246,48,0,0.0,True,low-contrast
3,3.0,3.0,1.0,quiet,0.3333333333333333,0.01788854381999832,18.633899812498246,48,0,0.0,True,low-contrast
4,3.0,3.0,1.0,quiet,0.3333333333333333,0.01788854381999832,18.633899812498246,48,0,0.0,True,low-contrast
5,3.0,3.0,1.0,quiet,0.3333333333333333,0.01788854381999832,18.633899812498246,48,0,0.0,True,low-contrast
6,3.0,3.0,1.0,quiet,0.3333333333333333,0.01788854381999832,18.633899812498246,48,0,0.0,True,low-contrast
7,3.0,3.0,1.0,quiet,0.3333333333333333,0.01788854381999832,18.633899812498246,48,0,0.0,True,low-contrast
8,3.0,3.0,1.0,quiet,0.3333333333333333,0.01788854381999832,18.633899812498246,48,0,0.0,True,low-contrast
9,3.0,3.0,1.0,quiet,0.3333333333333333,0.01788854381999832,18.633899812498246,48,0,0.0,True,low-contrast
10,3.0,3.0,1.0,quiet,0.3333333333333333,0.01788854381999832,18.633899812498246,48,0,0.0,True,low-contrast
1,3.0,3.0,1.0,moderate,0.3333333333333333,0.044721359549995794,7.453559924999299,48,0,0.0,True,low-contrast
2,3.0,3.0,1.0,moderate,0.3333333333333333,0.044721359549995794,7.453559924999299,48,0,0.0,True,low-contrast
3,3.0,3.0,1.0,moderate,0.3333333333333333,0.044721359549995794,7.453559924999299,48,0,0.0,True,low-contrast
4,3.0,3.0,1.0,moderate,0.3333333333333333,0.044721359549995794,7.453559924999299,48,0,0.0,True,low-contrast
5,3.0,3.0,1.0,moderate,0.3333333333333333,0.044721359549995794,7.453559924999299,48,0,0.0,True,low-contrast
6,3.0,3.0,1.0,moderate,0.3333333333333333,0.044721359549995794,7.453559924999299,48,0,0.0,True,low-contrast
7,3.0,3.0,1.0,moderate,0.3333333333333333,0.044721359549995794,7.453559924999299,48,0,0.0,True,low-contrast
8,3.0,3.0,1.0,moderate,0.3333333333333333,0.044721359549995794,7.453559924999299,48,0,0.0,True,low-contrast
9,3.0,3.0,1.0,moderate,0.3333333333333333,0.044721359549995794,7.453559924999299,48,0,0.0,True,low-contrast
10,3.0,3.0,1.0,moderate,0.3333333333333333,0.044721359549995794,7.453559924999299,48,0,0.0,True,low-contrast
1,3.0,3.0,1.0,high,0.3333333333333333,0.08944271909999159,3.7267799624996494,48,2,0.041666666666666664,False,low-contrast
2,3.0,3.0,1.0,high,0.3333333333333333,0.08944271909999159,3.7267799624996494,48,3,0.0625,False,low-contrast
3,3.0,3.0,1.0,high,0.3333333333333333,0.08944271909999159,3.7267799624996494,48,1,0.020833333333333332,False,low-contrast
4,3.0,3.0,1.0,high,0.3333333333333333,0.08944271909999159,3.7267799624996494,48,0,0.0,True,low-contrast
5,3.0,3.0,1.0,high,0.3333333333333333,0.08944271909999159,3.7267799624996494,48,2,0.041666666666666664,False,low-contrast
6,3.0,3.0,1.0,high,0.3333333333333333,0.08944271909999159,3.7267799624996494,48,1,0.020833333333333332,False,low-contrast
7,3.0,3.0,1.0,high,0.3333333333333333,0.08944271909999159,3.7267799624996494,48,0,0.0,True,low-contrast
8,3.0,3.0,1.0,high,0.3333333333333333,0.08944271909999159,3.7267799624996494,48,1,0.020833333333333332,False,low-contrast
9,3.0,3.0,1.0,high,0.3333333333333333,0.08944271909999159,3.7267799624996494,48,3,0.0625,False,low-contrast
10,3.0,3.0,1.0,high,0.3333333333333333,0.08944271909999159,3.7267799624996494,48,2,0.041666666666666664,False,low-contrast
1,3.0,3.0,5.0,quiet,0.3333333333333333,0.04,8.333333333333332,48,0,0.0,True,low-contrast
2,3.0,3.0,5.0,quiet,0.3333333333333333,0.04,8.333333333333332,48,0,0.0,True,low-contrast
3,3.0,3.0,5.0,quiet,0.3333333333333333,0.04,8.333333333333332,48,0,0.0,True,low-contrast
4,3.0,3.0,5.0,quiet,0.3333333333333333,0.04,8.333333333333332,48,0,0.0,True,low-contrast
5,3.0,3.0,5.0,quiet,0.3333333333333333,0.04,8.333333333333332,48,0,0.0,True,low-contrast
6,3.0,3.0,5.0,quiet,0.3333333333333333,0.04,8.333333333333332,48,0,0.0,True,low-contrast
7,3.0,3.0,5.0,quiet,0.3333333333333333,0.04,8.333333333333332,48,0,0.0,True,low-contrast
8,3.0,3.0,5.0,quiet,0.3333333333333333,0.04,8.333333333333332,48,0,0.0,True,low-contrast
9,3.0,3.0,5.0,quiet,0.3333333333333333,0.04,8.333333333333332,48,0,0.0,True,low-contrast
10,3.0,3.0,5.0,quiet,0.3333333333333333,0.04,8.333333333333332,48,0,0.0,True,low-contrast
1,3.0,3.0,5.0,moderate,0.3333333333333333,0.1,3.333333333333333,48,3,0.0625,False,low-contrast
2,3.0,3.0,5.0,moderate,0.3333333333333333,0.1,3.333333333333333,48,3,0.0625,False,low-contrast
3,3.0,3.0,5.0,moderate,0.3333333333333333,0.1,3.333333333333333,48,1,0.020833333333333332,False,low-contrast
4,3.0,3.0,5.0,moderate,0.3333333333333333,0.1,3.333333333333333,48,1,0.020833333333333332,False,low-contrast
5,3.0,3.0,5.0,moderate,0.3333333333333333,0.1,3.333333333333333,48,4,0.08333333333333333,False,low-contrast
6,3.0,3.0,5.0,moderate,0.3333333333333333,0.1,3.333333333333333,48,4,0.08333333333333333,False,low-contrast
7,3.0,3.0,5.0,moderate,0.3333333333333333,0.1,3.333333333333333,48,2,0.041666666666666664,False,low-contrast
8,3.0,3.0,5.0,moderate,0.3333333333333333,0.1,3.333333333333333,48,1,0.020833333333333332,False,low-contrast
9,3.0,3.0,5.0,moderate,0.3333333333333333,0.1,3.333333333333333,48,2,0.041666666666666664,False,low-contrast
10,3.0,3.0,5.0,moderate,0.3333333333333333,0.1,3.333333333333333,48,6,0.125,False,low-contrast
1,3.0,3.0,5.0,high,0.3333333333333333,0.2,1.6666666666666665,48,13,0.2708333333333333,False,low-contrast
2,3.0,3.0,5.0,high,0.3333333333333333,0.2,1.6666666666666665,48,7,0.14583333333333334,False,low-contrast
3,3.0,3.0,5.0,high,0.3333333333333333,0.2,1.6666666666666665,48,11,0.22916666666666666,False,low-contrast
4,3.0,3.0,5.0,high,0.3333333333333333,0.2,1.6666666666666665,48,15,0.3125,False,low-contrast
5,3.0,3.0,5.0,high,0.3333333333333333,0.2,1.6666666666666665,48,10,0.20833333333333334,False,low-contrast
6,3.0,3.0,5.0,high,0.3333333333333333,0.2,1.6666666666666665,48,12,0.25,False,low-contrast
7,3.0,3.0,5.0,high,0.3333333333333333,0.2,1.6666666666666665,48,8,0.16666666666666666,False,low-contrast
8,3.0,3.0,5.0,high,0.3333333333333333,0.2,1.6666666666666665,48,8,0.16666666666666666,False,low-contrast
9,3.0,3.0,5.0,high,0.3333333333333333,0.2,1.6666666666666665,48,13,0.2708333333333333,False,low-contrast
10,3.0,3.0,5.0,high,0.3333333333333333,0.2,1.6666666666666665,48,11,0.22916666666666666,False,low-contrast
1,3.0,3.0,10.0,quiet,0.3333333333333333,0.05656854249492381,5.8925565098878945,48,0,0.0,True,low-contrast
2,3.0,3.0,10.0,quiet,0.3333333333333333,0.05656854249492381,5.8925565098878945,48,0,0.0,True,low-contrast
3,3.0,3.0,10.0,quiet,0.3333333333333333,0.05656854249492381,5.8925565098878945,48,0,0.0,True,low-contrast
4,3.0,3.0,10.0,quiet,0.3333333333333333,0.05656854249492381,5.8925565098878945,48,0,0.0,True,low-contrast
5,3.0,3.0,10.0,quiet,0.3333333333333333,0.05656854249492381,5.8925565098878945,48,0,0.0,True,low-contrast
6,3.0,3.0,10.0,quiet,0.3333333333333333,0.05656854249492381,5.8925565098878945,48,0,0.0,True,low-contrast
7,3.0,3.0,10.0,quiet,0.3333333333333333,0.05656854249492381,5.8925565098878945,48,0,0.0,True,low-contrast
8,3.0,3.0,10.0,quiet,0.3333333333333333,0.05656854249492381,5.8925565098878945,48,1,0.020833333333333332,False,low-contrast
9,3.0,3.0,10.0,quiet,0.3333333333333333,0.05656854249492381,5.8925565098878945,48,0,0.0,True,low-contrast
10,3.0,3.0,10.0,quiet,0.3333333333333333,0.05656854249492381,5.8925565098878945,48,0,0.0,True,low-contrast
1,3.0,3.0,10.0,moderate,0.3333333333333333,0.14142135623730953,2.357022603955158,48,5,0.10416666666666667,False,low-contrast
2,3.0,3.0,10.0,moderate,0.3333333333333333,0.14142135623730953,2.357022603955158,48,5,0.10416666666666667,False,low-contrast
3,3.0,3.0,10.0,moderate,0.3333333333333333,0.14142135623730953,2.357022603955158,48,8,0.16666666666666666,False,low-contrast
4,3.0,3.0,10.0,moderate,0.3333333333333333,0.14142135623730953,2.357022603955158,48,10,0.20833333333333334,False,low-contrast
5,3.0,3.0,10.0,moderate,0.3333333333333333,0.14142135623730953,2.357022603955158,48,8,0.16666666666666666,False,low-contrast
6,3.0,3.0,10.0,moderate,0.3333333333333333,0.14142135623730953,2.357022603955158,48,6,0.125,False,low-contrast
7,3.0,3.0,10.0,moderate,0.3333333333333333,0.14142135623730953,2.357022603955158,48,6,0.125,False,low-contrast
8,3.0,3.0,10.0,moderate,0.3333333333333333,0.14142135623730953,2.357022603955158,48,5,0.10416666666666667,False,low-contrast
9,3.0,3.0,10.0,moderate,0.3333333333333333,0.14142135623730953,2.357022603955158,48,6,0.125,False,low-contrast
10,3.0,3.0,10.0,moderate,0.3333333333333333,0.14142135623730953,2.357022603955158,48,6,0.125,False,low-contrast
1,3.0,3.0,10.0,high,0.3333333333333333,0.28284271247461906,1.178511301977579,48,16,0.3333333333333333,False,low-contrast
2,3.0,3.0,10.0,high,0.3333333333333333,0.28284271247461906,1.178511301977579,48,15,0.3125,False,low-contrast
3,3.0,3.0,10.0,high,0.3333333333333333,0.28284271247461906,1.178511301977579,48,14,0.2916666666666667,False,low-contrast
4,3.0,3.0,10.0,high,0.3333333333333333,0.28284271247461906,1.178511301977579,48,15,0.3125,False,low-contrast
5,3.0,3.0,10.0,high,0.3333333333333333,0.28284271247461906,1.178511301977579,48,14,0.2916666666666667,False,low-contrast
6,3.0,3.0,10.0,high,0.3333333333333333,0.28284271247461906,1.178511301977579,48,14,0.2916666666666667,False,low-contrast
7,3.0,3.0,10.0,high,0.3333333333333333,0.28284271247461906,1.178511301977579,48,14,0.2916666666666667,False,low-contrast
8,3.0,3.0,10.0,high,0.3333333333333333,0.28284271247461906,1.178511301977579,48,15,0.3125,False,low-contrast
9,3.0,3.0,10.0,high,0.3333333333333333,0.28284271247461906,1.178511301977579,48,19,0.3958333333333333,False,low-contrast
10,3.0,3.0,10.0,high,0.3333333333333333,0.28284271247461906,1.178511301977579,48,15,0.3125,False,low-contrast
